ImageNumber,ObjectNumber,Children_Cells_COL1A2_Count,Children_Cells_COL1A2andFOXP3_Count,Children_Cells_COL1A2andPDGFRA_Count,Children_Cells_CXCL12_Count,Children_Cells_CXCL12andPDGFRA_Count,Children_Cells_CXCL12andPDGFRAandFOXP3_Count,Children_Cells_FOXP3_Count,Children_Cells_FOXP3andCXCL12_Count,Children_Cells_FOXP3andPDGFRA_Count,Children_Cells_PDGFRA_Count,Children_Cytoplasm_Count,Children_Expression_COL1A2_Count,Children_Expression_CXCL12_Count,Children_Expression_FOXP3_Count,Children_Expression_PDGFRA_Count,Children_Extracellular_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Mean_Expression_COL1A2_Distance_Centroid_Cells,Mean_Expression_COL1A2_Distance_Centroid_Extracellular,Mean_Expression_COL1A2_Distance_Minimum_Cells,Mean_Expression_COL1A2_Distance_Minimum_Extracellular,Mean_Expression_COL1A2_Location_Center_X,Mean_Expression_COL1A2_Location_Center_Y,Mean_Expression_COL1A2_Location_Center_Z,Mean_Expression_COL1A2_Number_Object_Number,Mean_Expression_CXCL12_Distance_Centroid_Cells,Mean_Expression_CXCL12_Distance_Centroid_Extracellular,Mean_Expression_CXCL12_Distance_Minimum_Cells,Mean_Expression_CXCL12_Distance_Minimum_Extracellular,Mean_Expression_CXCL12_Location_Center_X,Mean_Expression_CXCL12_Location_Center_Y,Mean_Expression_CXCL12_Location_Center_Z,Mean_Expression_CXCL12_Number_Object_Number,Mean_Expression_FOXP3_Distance_Centroid_Cells,Mean_Expression_FOXP3_Distance_Centroid_Extracellular,Mean_Expression_FOXP3_Distance_Minimum_Cells,Mean_Expression_FOXP3_Distance_Minimum_Extracellular,Mean_Expression_FOXP3_Location_Center_X,Mean_Expression_FOXP3_Location_Center_Y,Mean_Expression_FOXP3_Location_Center_Z,Mean_Expression_FOXP3_Number_Object_Number,Mean_Expression_PDGFRA_Distance_Centroid_Cells,Mean_Expression_PDGFRA_Distance_Centroid_Extracellular,Mean_Expression_PDGFRA_Distance_Minimum_Cells,Mean_Expression_PDGFRA_Distance_Minimum_Extracellular,Mean_Expression_PDGFRA_Location_Center_X,Mean_Expression_PDGFRA_Location_Center_Y,Mean_Expression_PDGFRA_Location_Center_Z,Mean_Expression_PDGFRA_Number_Object_Number,Number_Object_Number,Parent_Nuclei
1,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,558.3957503320053,52.52766710934041,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40,40
1,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,650.3093922651934,51.585133098945256,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41,41
1,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1649.5134484142914,58.464472099558414,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,42
1,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1168.377297928217,54.721330609862854,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,43
1,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1216.9947625698323,46.86871508379888,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44,44
1,45,1,0,1,1,1,0,0,0,0,1,1,43,8,0,11,1,1521.022355024347,66.54249667994688,0,18.004670837375546,nan,17.688126540261294,nan,1523.1256246647122,60.8676802140048,0.0,87.76744186046511,14.10470587192422,nan,22.401664788424622,nan,1521.2291666666667,56.854166666666664,0.0,4.5,nan,nan,nan,nan,nan,nan,nan,nan,17.799037256202908,nan,19.42010370662574,nan,1522.2236557666472,55.91309194839311,0.0,6.454545454545454,45,45
1,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,329.22505307855624,53.92604387827318,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46,46
1,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,752.3118701007838,63.90313549832027,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47,47
1,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,602.1906474820144,69.66107114308554,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48,48
1,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,698.3448556323709,68.4509963399756,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49,49
1,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1257.29704595186,61.651531728665205,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,50
1,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,83.87727127829136,73.0312400382531,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51,51
1,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,460.5876432764887,72.37824993010904,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52,52
